쓰나미 때문에 집도 차도 잃고, 가족[마저] 잃었다.	因為海嘯，我失去了我的房子、我的車，甚至我的家人。
어제 늦게 자[서 그런지] 오늘은 피곤하다.	可能因為昨天睡得很晚，我今天很累。
먹[어 보니] 맛있네.	吃完發現很好吃。
미용실에 갔다 왔어요	你去美容院了嗎？看起來很漂亮。
직접 먹[어 봐야] 맛을 알지.	你必須自己吃才能知道它的味道。
그 약은 먹[어 봐야] 효과가 없을 거예요.	這種藥吃了也沒效。
그 약은 먹[어 봤자] 효과가 없을 거예요.	這種藥吃了也沒效。
며칠 전부터 옆방 사람들이 계속 떠들[어댄다]	從前幾天開始，隔壁的人一直很吵
이미 휴가를 냈기 때문에 날씨가 안 좋[아도] 여행을 갈 거예요.	已經請假了，所以即使天氣不好，也會去旅行
열심히 공부[해야] 시험을 잘 볼 수 있어요.	需要努力學習才能在考試中取得好成績。
날씨가 점점 추[워진다]	天氣越來越冷
미리 알[았더라면] 준비 했을 것이다.	如果我提前知道，我就會準備了。
야구[에 대해] 이야기해 봅시다.	讓我們談談[關於]棒球。
소득이 증가함[에 따라] 소비도 늘고 있다.	隨著收入的增加，消費也在增加。
노력[에 비해] 결과가 만족스럽지 않다.	[相對於]努力，結果並不令人滿意。
외국에서 혼자 사는 것은 [여간] 외롭[지 않다]	一個人在異國他鄉[很]孤獨
그 친구는 가족[과 다름없다]	那個朋友就像家人一樣
그 친구는 가족[과 마찬가지이다]	那個朋友就像家人一樣
과로[한 나머지] 쓰러졌다.	過勞累倒了。
텔레비전을 [켠 채로] 잠이 들었다	[開著電視]睡著了
